순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
463,대구광역시,북구,대구꽃박람회,대구 북구 유통단지로 110-0,문화관광,기타문화관광지,724
464,대구광역시,남구,광덕시장,대구 남구 자유6길 50-0,쇼핑,시장,719
465,대구광역시,수성구,대구체육공원암벽등반장,대구 수성구 유니버시아드로 180-0,레저스포츠,육상레저스포츠,718
466,대구광역시,북구,연경공원,대구 북구 동화천로 333-0,문화관광,도시공원,716
466,대구광역시,수성구,법왕사,대구 수성구 파동로51길 96-0,역사관광,종교성지,716
468,대구광역시,달서구,한실공원,대구 달서구 갈밭로4길 2-16,문화관광,도시공원,713
469,대구광역시,수성구,드망즈홀,대구 수성구 범어천로 90-0,문화관광,공연시설,706
470,대구광역시,달서구,금용사,대구 달서구 공원순환로 213-0,역사관광,종교성지,696
471,대구광역시,달서구,선사유적공원,대구 달서구,문화관광,도시공원,692
472,대구광역시,달성군,네이처파크플라워페스티벌,대구 달성군 가창로 891-0,문화관광,기타문화관광지,685
473,대구광역시,남구,첼시풋살클럽명덕구장,대구 남구 명덕로 178-0,문화관광,레저스포츠시설,683
474,대구광역시,수성구,베리어스,대구 수성구 달구벌대로 2881-0,문화관광,공연시설,677
475,대구광역시,북구,동광소금상사,대구 북구 유통단지로7길 45-0,쇼핑,시장,675
476,대구광역시,동구,타요키즈카페현대시티아울렛대구점,대구 동구 동대구로 454-0,문화관광,테마공원,674
476,대구광역시,남구,남대영기념관,대구 남구 현충로 20-0,문화관광,전시시설,674
478,대구광역시,달서구,선원공원,대구 달서구,문화관광,도시공원,658
479,대구광역시,북구,함지산,대구 북구,자연관광,자연경관(산),655
480,대구광역시,서구,가르뱅이공원,대구 서구,문화관광,도시공원,652
481,대구광역시,북구,어린왕자베이비카페,대구 북구 동암로 110-0,문화관광,테마공원,642
482,대구광역시,북구,매천수산,대구 북구 매천로18길 34-0,쇼핑,시장,638
483,대구광역시,중구,영도다움전시관,대구 중구 공평로4길 39-0,문화관광,전시시설,634
484,대구광역시,북구,태전공원,대구 북구 칠곡중앙대로 397-20,문화관광,도시공원,627
485,대구광역시,북구,리틀비틀칠곡점,대구 북구 팔거천동로 221-0,문화관광,테마공원,618
486,대구광역시,달성군,비슬승마체험장,대구 달성군 비슬로468길 43-0,레저스포츠,육상레저스포츠,613
487,대구광역시,달서구,월촌공원,대구 달서구 상인로 68-4,문화관광,도시공원,610
487,대구광역시,수성구,월드큐브롤러장,대구 수성구 유니버시아드로 140-0,레저스포츠,기타레저스포츠,610
489,대구광역시,달성군,대구숲,대구 달성군 가창로 1003-0,문화관광,도시공원,602
490,대구광역시,남구,명덕시장,대구 남구 대명로 291-0,쇼핑,시장,601
490,대구광역시,북구,코엑스,대구 북구 검단로 151-0,쇼핑,시장,601
492,대구광역시,북구,유통단지공원물놀이장,대구 북구 유통단지로 61-0,문화관광,테마공원,597
493,대구광역시,달성군,용연지,대구 달성군,자연관광,자연경관(하천/해양),594
494,대구광역시,달성군,세천강변야구장,대구 달성군,문화관광,레저스포츠시설,593
495,대구광역시,동구,안심창조밸리연꽃단지,대구 동구,기타관광,기타관광,589
496,대구광역시,동구,불로강변야구장,대구 동구,문화관광,레저스포츠시설,588
497,대구광역시,북구,동화낚시터,대구 북구 동변로24길 106-0,레저스포츠,수상레저스포츠,579
498,대구광역시,수성구,칼라스퀘어,대구 수성구 유니버시아드로 140-0,쇼핑,쇼핑몰,566
499,대구광역시,수성구,수성구청소년수련원,대구 수성구 진밭길 409-0,레저스포츠,육상레저스포츠,564
500,대구광역시,수성구,노변공원,대구 수성구,문화관광,도시공원,558
