순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
200,세종특별자치시,세종특별자치시,학림사,세종시 와룡로 353-0,역사관광,종교성지,176
203,세종특별자치시,세종특별자치시,갑부농원,세종시 방축골길 28-0,체험관광,농/산/어촌체험,172
204,세종특별자치시,세종특별자치시,솔바람공원,세종시,문화관광,도시공원,171
205,세종특별자치시,세종특별자치시,우리끼리 키즈카페 캠핑마을세종고운점,세종시 마음로 272-9,문화관광,테마공원,169
206,세종특별자치시,세종특별자치시,우리끼리 키즈카페 블럭마을세종대평점,세종시 대평로 71-0,문화관광,테마공원,168
207,세종특별자치시,세종특별자치시,봉산동의향나무,세종시 건너말고샅길 9-0,기타관광,기타관광,164
208,세종특별자치시,세종특별자치시,우리끼리 키즈카페 숲속마을세종아름점,세종시 아름서1길 13-4,문화관광,테마공원,162
209,세종특별자치시,세종특별자치시,우리끼리 키즈카페 스포츠마을세종새롬점,세종시 새롬중앙로 34-0,문화관광,테마공원,161
210,세종특별자치시,세종특별자치시,부강생활체육공원파크골프장,세종시,레저스포츠,육상레저스포츠,158
211,세종특별자치시,세종특별자치시,메가박스세종청사 휴업중,세종시 도움3로 19-0,문화관광,공연시설,156
212,세종특별자치시,세종특별자치시,연기향토박물관,세종시 양대길 34-4,문화관광,전시시설,154
213,세종특별자치시,세종특별자치시,은룡저수지,세종시,자연관광,자연경관(하천/해양),152
214,세종특별자치시,세종특별자치시,애빼맘스바디스쿨아름점,세종시 아름서1길 23-0,레저스포츠,기타레저스포츠,149
215,세종특별자치시,세종특별자치시,신광사,세종시 토골고개길 24-0,역사관광,종교성지,147
216,세종특별자치시,세종특별자치시,샌드앤스토리카페,세종시 새롬중앙로 55-0,문화관광,테마공원,146
217,세종특별자치시,세종특별자치시,재즈인랩,세종시 시청대로 167-0,문화관광,공연시설,144
218,세종특별자치시,세종특별자치시,AK플라자KT&G세종타워C관,세종시 다솜1로 20-0,쇼핑,백화점,138
219,세종특별자치시,세종특별자치시,아레나주짓수세종점,세종시 보듬3로 100-0,레저스포츠,기타레저스포츠,137
220,세종특별자치시,세종특별자치시,세종연구단지정류소,세종시 시청대로 370-0,기타관광,교통시설,132
220,세종특별자치시,세종특별자치시,도솔사,세종시 노송강당길 32-0,역사관광,종교성지,132
222,세종특별자치시,세종특별자치시,세종리은행나무,세종시,기타관광,기타관광,131
223,세종특별자치시,세종특별자치시,솔뜰근린공원풋살장,세종시,문화관광,레저스포츠시설,129
224,세종특별자치시,세종특별자치시,피치스고개농원,세종시 눌왕길 8-71,체험관광,농/산/어촌체험,121
224,세종특별자치시,세종특별자치시,나성동복합커뮤니티센터건축중(2022년12월준공예정),세종시,문화관광,기타문화관광지,121
226,세종특별자치시,세종특별자치시,포포가베블럭세종점,세종시 다정중앙로 39-0,문화관광,테마공원,118
227,세종특별자치시,세종특별자치시,씨엘갤러리,세종시 송용2길 65-5,문화관광,전시시설,116
228,세종특별자치시,세종특별자치시,방울새어린이공원,세종시,문화관광,도시공원,115
228,세종특별자치시,세종특별자치시,선진복숭아농원,세종시 월하천로 269-6,체험관광,농/산/어촌체험,115
230,세종특별자치시,세종특별자치시,광제선원,세종시 시목부강로 685-22,역사관광,종교성지,114
230,세종특별자치시,세종특별자치시,금강문화관세종보주민커뮤니티센터,세종시 나리로 82-0,문화관광,기타문화관광지,114
232,세종특별자치시,세종특별자치시,안뜰근린공원,세종시,문화관광,도시공원,112
233,세종특별자치시,세종특별자치시,스트라이크존세종도담구장,세종시 보듬3로 8-21,레저스포츠,기타레저스포츠,108
234,세종특별자치시,세종특별자치시,동운정,세종시 세종로 3310-51,레저스포츠,육상레저스포츠,106
