순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
191,세종특별자치시,세종특별자치시,조치원역,세종시 으뜸길 215-0,기타관광,교통시설,163765
192,서울특별시,서초구,서울남부터미널,서울 서초구 효령로 292-0,기타관광,교통시설,163686
193,서울특별시,강남구,롯데백화점강남점,서울 강남구 도곡로 401-0,쇼핑,백화점,163557
194,경기도,김포시,이마트김포한강점,경기 김포시 김포한강7로 71-0,쇼핑,대형마트,162422
195,인천광역시,강화군,강화풍물시장,인천 강화군 중앙로 17-9,쇼핑,시장,162333
196,경상북도,경주시,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,161425
197,광주광역시,서구,신세계백화점광주점,광주 서구 무진대로 932-0,쇼핑,백화점,160462
198,서울특별시,노원구,트레이더스 홀세일 클럽월계점,서울 노원구 마들로3길 17-0,쇼핑,대형마트,159711
198,부산광역시,부산진구,NC백화점서면점,부산 부산진구 동천로 92-0,쇼핑,백화점,159711
200,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),158518
201,경기도,이천시,이천종합버스터미널,경기 이천시 이섭대천로 1200-0,기타관광,교통시설,157984
202,부산광역시,동구,부산역,부산 동구 중앙대로 206-0,기타관광,교통시설,157293
203,경기도,양평군,두물머리,경기 양평군,기타관광,기타관광,157131
204,서울특별시,양천구,이마트목동점,서울 양천구 오목로 299-0,쇼핑,대형마트,156913
205,경기도,남양주시,평내호평역,경기 남양주시 경춘로 1375-0,기타관광,교통시설,156872
206,서울특별시,광진구,뚝섬한강공원,서울 광진구 강변북로 2273-0,문화관광,도시공원,156670
207,서울특별시,종로구,동대문종합시장,서울 종로구 종로 266-0,쇼핑,시장,156315
208,서울특별시,강서구,김포국제공항,서울 강서구 하늘길 112-0,기타관광,교통시설,155852
209,경기도,수원시 영통구,롯데아울렛광교점,경기 수원시 영통구 도청로 10-0,쇼핑,쇼핑몰,155630
210,경기도,부천시,부천터미널소풍,경기 부천시 송내대로 239-0,기타관광,교통시설,155153
211,대구광역시,북구,코스트코홀세일대구점,대구 북구 검단로 97-0,쇼핑,대형마트,154192
212,서울특별시,강남구,갤러리아백화점명품관EAST,서울 강남구 압구정로 407-0,쇼핑,백화점,153791
213,경기도,과천시,렛츠런파크서울,경기 과천시 경마공원대로 107-0,레저스포츠,육상레저스포츠,153669
