순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
448,대전광역시,대덕구,금천축산유통,대전 대덕구 한밭대로 992-0,쇼핑,시장,162
448,대전광역시,동구,대동벽화마을,대전 동구,기타관광,기타관광,162
448,대전광역시,서구,우리끼리 키즈카페 빛나는마을월평선사점,대전 서구 월평북로 89-0,문화관광,테마공원,162
448,대전광역시,서구,내원사,대전 서구 배재로197번길 200-0,역사관광,종교성지,162
452,대전광역시,서구,레드골프아카데미,대전 서구 계백로 1161-0,레저스포츠,기타레저스포츠,160
453,대전광역시,유성구,유캔댄스,대전 유성구 유성대로 773-0,레저스포츠,기타레저스포츠,159
454,대전광역시,중구,밀라노21,대전 중구 중앙로 160-0,쇼핑,쇼핑몰,157
454,대전광역시,유성구,유성복합터미널건축중(2027년하반기준공예정),대전 유성구,기타관광,교통시설,157
454,대전광역시,중구,우리끼리 키즈카페 스포츠마을대전목동점,대전 중구 목동로22번길 16-0,문화관광,테마공원,157
457,대전광역시,서구,한민쇼핑상가,대전 서구 갈마로 251-0,쇼핑,쇼핑몰,153
457,대전광역시,서구,대한민국과학축제,대전 서구 둔산대로 169-0,문화관광,기타문화관광지,153
459,대전광역시,동구,연광사,대전 동구 백룡로 73-0,역사관광,종교성지,150
459,대전광역시,중구,고촉사,대전 중구 보문산공원로 252-57,역사관광,종교성지,150
461,대전광역시,서구,정탁구클럽,대전 서구 청사로123번길 25-0,레저스포츠,기타레저스포츠,149
461,대전광역시,중구,대전창작센터,대전 중구 대종로 470-0,문화관광,기타문화관광지,149
463,대전광역시,유성구,하하팜,대전 유성구,체험관광,농/산/어촌체험,148
464,대전광역시,동구,효평마루,대전 동구 대청호수로 1096-26,문화관광,기타문화관광지,147
465,대전광역시,서구,씨엘키즈어린이수영장,대전 서구 계백로 1186-0,문화관광,테마공원,145
465,대전광역시,유성구,대전인공암벽장,대전 유성구 월드컵대로 32-0,레저스포츠,기타레저스포츠,145
467,대전광역시,서구,우리끼리 키즈카페 아쿠아마을대전관저점,대전 서구 구봉로131번길 14-17,문화관광,테마공원,144
467,대전광역시,중구,불광사,대전 중구 보문산공원로497번길 72-0,역사관광,종교성지,144
469,대전광역시,대덕구,청년벙커,대전 대덕구 대전로1033번길 20-0,문화관광,기타문화관광지,143
470,대전광역시,중구,대전효문화뿌리축제,대전 중구,문화관광,기타문화관광지,142
471,대전광역시,서구,쿠잉쿠잉,대전 서구 원도안로 51-0,문화관광,테마공원,141
472,대전광역시,서구,국가대표김남수탁구클럽,대전 서구 문정로 22-0,레저스포츠,기타레저스포츠,140
472,대전광역시,유성구,일월정사,대전 유성구 봉산북로25번길 50-0,역사관광,종교성지,140
474,대전광역시,서구,우리끼리 키즈카페 공룡마을대전갈마점,대전 서구 신갈마로 51-0,문화관광,테마공원,139
474,대전광역시,중구,대전가톨릭문화회관,대전 중구 대종로 471-0,문화관광,공연시설,139
476,대전광역시,동구,가오근린공원,대전 동구,문화관광,도시공원,137
476,대전광역시,동구,한국전력공사 대전보급소,대전 동구 동대전로22번길 87-0,역사관광,역사유적지,137
476,대전광역시,중구,대전오월드크리스마스축제,대전 중구 사정공원로 70-0,문화관광,기타문화관광지,137
479,대전광역시,중구,오류시장,대전 중구 계룡로882번길 73-0,쇼핑,시장,135
479,대전광역시,서구,우리끼리 키즈카페 출동구조대마을대전둔산점,대전 서구 둔산북로 22-0,문화관광,테마공원,135
481,대전광역시,중구,현암시장,대전 중구 동서대로1456번길 21-0,쇼핑,시장,134
481,대전광역시,대덕구,매지컬아트홀,대전 대덕구 덕암로 243-0,문화관광,공연시설,134
483,대전광역시,서구,우리끼리 키즈카페 동물마을대전가수원점,대전 서구 도안동로11번길 45-0,문화관광,테마공원,133
483,대전광역시,유성구,우리끼리 키즈카페 동화마을대전관평점,대전 유성구 테크노중앙로 55-0,문화관광,테마공원,133
485,대전광역시,서구,관음사,대전 서구 복수동로52번길 119-0,역사관광,종교성지,131
485,대전광역시,동구,청춘다락,대전 동구 선화로196번길 48-0,문화관광,기타문화관광지,131
487,대전광역시,대덕구,대양수산,대전 대덕구 한밭대로 968-0,쇼핑,시장,130
487,대전광역시,유성구,우리끼리 키즈카페 달빛마을대전지족점,대전 유성구 지족북로 78-0,문화관광,테마공원,130
489,대전광역시,유성구,전민어린이공원,대전 유성구,문화관광,도시공원,129
490,대전광역시,중구,덕암사,대전 중구 돌다리로 64-0,역사관광,종교성지,128
491,대전광역시,대덕구,신광상회,대전 대덕구 한밭대로 988-0,쇼핑,시장,126
491,대전광역시,중구,삼문사,대전 중구 보문로115번길 29-0,역사관광,종교성지,126
491,대전광역시,대덕구,새여울커뮤니티센터,대전 대덕구 신탄진로796번길 62-0,문화관광,기타문화관광지,126
494,대전광역시,동구,대청호반길4-1코스,대전 동구,레저스포츠,기타레저스포츠,124
495,대전광역시,대덕구,새뜸공원,대전 대덕구,문화관광,도시공원,123
496,대전광역시,서구,우리노리키즈카페,대전 서구 계룡로553번안길 23-0,문화관광,테마공원,122
497,대전광역시,대덕구,법동구민휴식공원,대전 대덕구 선비마을로 174-1,문화관광,도시공원,121
497,대전광역시,중구,여경암,대전 중구 운남로85번길 54-153,역사관광,종교성지,121
499,대전광역시,유성구,낙원식물원,대전 유성구,문화관광,테마공원,118
499,대전광역시,유성구,빌라드키즈,대전 유성구 대덕대로837번길 31-0,문화관광,테마공원,118
