순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
71,경상남도,진주시,갤러리아백화점진주점,경남 진주시 진주대로 1095-0,쇼핑,백화점,33913
72,경상남도,창원시 성산구,더시티7쇼핑몰,경남 창원시 성산구 원이대로 320-0,쇼핑,쇼핑몰,33730
73,경상남도,김해시,정산CC,경남 김해시 서부로1637번길 299-194,레저스포츠,육상레저스포츠,33729
74,경상남도,창원시 의창구,뉴코아아울렛창원점,경남 창원시 의창구 창원대로397번길 6-0,쇼핑,대형마트,33325
75,경상남도,밀양시,위양지,경남 밀양시 위양로 273-36,자연관광,자연경관(하천/해양),33228
76,경상남도,진주시,진주중앙시장,경남 진주시 중앙시장길 21-0,쇼핑,시장,33030
77,경상남도,함양군,상림공원,경남 함양군 필봉산길 49-0,문화관광,도시공원,32918
78,경상남도,거제시,거제정글돔,경남 거제시 거제남서로 3595-0,문화관광,테마공원,32312
79,경상남도,통영시,삼덕항,경남 통영시,자연관광,자연경관(하천/해양),32157
80,경상남도,거창군,거창창포원,경남 거창군 창포원길 21-1,문화관광,테마공원,31429
81,경상남도,진주시,경상남도수목원,경남 진주시 수목원로 386-0,자연관광,자연공원,31138
82,경상남도,거창군,거창Y자형출렁다리,경남 거창군 의상봉길 834-0,기타관광,기타관광,31012
83,경상남도,양산시,양산동원로얄CC,경남 양산시 어실로 380-45,레저스포츠,육상레저스포츠,30926
84,경상남도,양산시,양산남부시장,경남 양산시 중앙로 133-0,쇼핑,시장,30866
85,경상남도,밀양시,삼랑진역,경남 밀양시 천태로 72-0,기타관광,교통시설,30384
86,경상남도,창원시 성산구,가음정시장,경남 창원시 성산구 대정로35번길 4-1,쇼핑,시장,29659
87,경상남도,하동군,최참판댁,경남 하동군 평사리길 66-7,역사관광,역사유적지,29580
88,경상남도,고성군,고성노벨CC,경남 고성군 회진로 567-0,레저스포츠,육상레저스포츠,29325
89,경상남도,밀양시,영남알프스얼음골케이블카,경남 밀양시 얼음골로 241-0,기타관광,기타관광,29266
90,경상남도,김해시,메가마트김해점,경남 김해시 김해대로2492번길 20-0,쇼핑,대형마트,28218
91,경상남도,진주시,진주고속버스터미널,경남 진주시 동진로 16-0,기타관광,교통시설,27999
92,경상남도,창원시 진해구,진해역폐역,경남 창원시 진해구 충장로 71-0,기타관광,교통시설,27851
93,경상남도,창원시 진해구,경화역폐역,경남 창원시 진해구 진해대로 649-0,기타관광,교통시설,27700
94,경상남도,양산시,에덴밸리CC,경남 양산시 어실로 910-0,레저스포츠,육상레저스포츠,27562
95,경상남도,창원시 성산구,남산시외버스정류소,경남 창원시 성산구 창원대로 1024-0,기타관광,교통시설,27020
96,경상남도,거제시,거제포로수용소유적공원,경남 거제시 계룡로 61-0,역사관광,역사유적지,26513
97,경상남도,진주시,진주성,경남 진주시 남강로 626-0,역사관광,역사유적지,26194
98,경상남도,고성군,고성공룡세계엑스포,경남 고성군 당항만로 1116-0,문화관광,기타문화관광지,25256
99,경상남도,창원시 성산구,창원축구센터,경남 창원시 성산구 비음로 97-0,문화관광,레저스포츠시설,24718
100,경상남도,통영시,서호전통시장,경남 통영시 새터길 42-7,쇼핑,시장,24428
101,경상남도,남해군,설리스카이워크,경남 남해군 미송로303번길 176-0,기타관광,기타관광,24327
102,경상남도,창원시 마산회원구,마산야구장,경남 창원시 마산회원구 삼호로 63-0,문화관광,레저스포츠시설,24227
103,경상남도,창원시 성산구,롯데영플라자창원점신관,경남 창원시 성산구 상남로 121-0,쇼핑,백화점,24093
104,경상남도,양산시,라피에스타양산,경남 양산시 증산역로 177-0,쇼핑,쇼핑몰,24058
105,경상남도,김해시,김해상록CC,경남 김해시 김해대로974번길 198-0,레저스포츠,육상레저스포츠,23722
106,경상남도,김해시,김해여객터미널,경남 김해시 김해대로 2232-0,기타관광,교통시설,23590
107,경상남도,창원시 마산합포구,저도연육교스카이워크,경남 창원시 마산합포구 해양관광로 1872-60,기타관광,기타관광,23230
108,경상남도,합천군,아델스코트CC,경남 합천군 가조가야로 1916-10,레저스포츠,육상레저스포츠,23206
109,경상남도,창원시 의창구,창원국제사격장,경남 창원시 의창구 사림로99번길 63-0,레저스포츠,육상레저스포츠,23113
110,경상남도,양산시,양산CC,경남 양산시 충렬로 687-0,레저스포츠,육상레저스포츠,22970
111,경상남도,고성군,고성공룡박물관,경남 고성군 자란만로 618-0,문화관광,전시시설,22716
112,경상남도,밀양시,만어사,경남 밀양시 만어로 776-0,역사관광,종교성지,22589
113,경상남도,창원시 성산구,성산아트홀,경남 창원시 성산구 중앙대로 181-0,문화관광,공연시설,22395
114,경상남도,사천시,서경타니CC,경남 사천시 흥신로 210-0,레저스포츠,육상레저스포츠,22375
115,경상남도,양산시,덕계종합상설시장,경남 양산시 덕계2길 7-0,쇼핑,시장,22290
116,경상남도,창원시 마산회원구,마산고속버스터미널,경남 창원시 마산회원구 합포로 290-0,기타관광,교통시설,22262
117,경상남도,남해군,남해보물섬전망대,경남 남해군 동부대로 720-0,문화관광,랜드마크관광,22185
118,경상남도,창원시 의창구,주남저수지,경남 창원시 의창구,자연관광,자연경관(하천/해양),22065
119,경상남도,밀양시,영남루,경남 밀양시 중앙로 324-0,역사관광,역사유적지,22056
120,경상남도,밀양시,밀양노벨CC,경남 밀양시 단장로 944-0,레저스포츠,육상레저스포츠,21756
121,경상남도,김해시,김해가야테마파크,경남 김해시 가야테마길 161-0,문화관광,테마공원,21520
122,경상남도,양산시,에덴밸리리조트스키장,경남 양산시 어실로 1206-0,레저스포츠,육상레저스포츠,21449
123,경상남도,사천시,아라마루아쿠아리움,경남 사천시 사천대로 18-0,문화관광,테마공원,21310
124,경상남도,함안군,무진정,경남 함안군 괴산4길 25-0,역사관광,역사유적지,21206
125,경상남도,진주시,모다아울렛진주점본관,경남 진주시 삼일로95번길 46-0,쇼핑,쇼핑몰,21169
126,경상남도,사천시,골프존카운티사천,경남 사천시 구송로 151-0,레저스포츠,육상레저스포츠,20830
127,경상남도,양산시,롯데시네마양산물금,경남 양산시 백호로 68-0,문화관광,공연시설,20720
128,경상남도,의령군,의령리온컨트리클럽,경남 의령군 자굴산로 101-33,레저스포츠,육상레저스포츠,20637
129,경상남도,밀양시,얼음골,경남 밀양시,자연관광,자연경관(산),20385
130,경상남도,창녕군,부곡CC,경남 창녕군 온천로 445-0,레저스포츠,육상레저스포츠,20351
131,경상남도,양산시,양산시외버스터미널,경남 양산시 양산역1길 7-0,기타관광,교통시설,20081
132,경상남도,양산시,내원사,경남 양산시 내원로 207-0,역사관광,종교성지,20045
133,경상남도,김해시,김해문화의전당,경남 김해시 김해대로 2060-0,문화관광,공연시설,20030
134,경상남도,함안군,악양생태공원,경남 함안군,문화관광,도시공원,19848
135,경상남도,남해군,미조항,경남 남해군 미조로 235-0,자연관광,자연경관(하천/해양),19805
136,경상남도,양산시,다이아몬드CC,경남 양산시 공원로 305-391,레저스포츠,육상레저스포츠,19725
137,경상남도,진주시,진양호동물원,경남 진주시 남강로1번길 130-0,문화관광,테마공원,19722
138,경상남도,밀양시,밀양에스파크골프리조트,경남 밀양시,레저스포츠,육상레저스포츠,19645
139,경상남도,창원시 성산구,성주사,경남 창원시 성산구 곰절길 191-0,역사관광,종교성지,19115
140,경상남도,김해시,가야랜드,경남 김해시 인제로 368-0,문화관광,테마공원,19057
141,경상남도,양산시,홍룡사,경남 양산시 홍룡로 372-0,역사관광,종교성지,19020
142,경상남도,창원시 성산구,반송시장,경남 창원시 성산구 원이대로473번길 20-11,쇼핑,시장,18868
143,경상남도,사천시,남일대해수욕장,경남 사천시 모례2길 11-19,자연관광,자연경관(하천/해양),18766
144,경상남도,거창군,수승대,경남 거창군 황산1길 60-6,기타관광,기타관광,18698
145,경상남도,창원시 마산합포구,장수암,경남 창원시 마산합포구 원전1길 141-0,역사관광,종교성지,18430
146,경상남도,창녕군,부곡온천,경남 창녕군,체험관광,웰니스관광,18390
147,경상남도,거창군,백두산천지온천,경남 거창군 온천길 161-0,체험관광,웰니스관광,18357
148,경상남도,김해시,노무현대통령생가,경남 김해시 봉하로 129-0,역사관광,역사유적지,18210
149,경상남도,하동군,하동케이블카,경남 하동군 경충로 461-7,기타관광,기타관광,18021
150,경상남도,거창군,클럽디거창CC,경남 거창군 감악산로 398-0,레저스포츠,육상레저스포츠,17940
151,경상남도,진주시,CGV진주혁신,경남 진주시 에나로127번길 30-0,문화관광,공연시설,17915
152,경상남도,창녕군,남지체육공원,경남 창녕군,문화관광,도시공원,17796
153,경상남도,사천시,사천시외버스터미널,경남 사천시 옥산로 120-0,기타관광,교통시설,17593
154,경상남도,거제시,거제씨월드,경남 거제시 지세포해안로 15-0,문화관광,테마공원,17547
155,경상남도,거창군,거창버스터미널,경남 거창군 강남로 236-0,기타관광,교통시설,17521
156,경상남도,함양군,함양시외버스터미널,경남 함양군 한들로 159-0,기타관광,교통시설,17477
157,경상남도,양산시,모다아울렛양산점,경남 양산시 중부로 2-0,쇼핑,쇼핑몰,17406
158,경상남도,김해시,부경축산물주촌도매시장,경남 김해시 서부로1403번길 23-40,쇼핑,시장,17358
159,경상남도,거제시,구조라유람선터미널,경남 거제시 구조라로 37-0,기타관광,교통시설,17026
160,경상남도,창원시 마산합포구,3.15해양누리공원,경남 창원시 마산합포구,문화관광,도시공원,16972
161,경상남도,양산시,법기수원지,경남 양산시 법기로 198-13,자연관광,자연경관(하천/해양),16915
162,경상남도,창원시 의창구,명서시장,경남 창원시 의창구 명서로116번길 22-0,쇼핑,시장,16879
163,경상남도,사천시,항공우주박물관,경남 사천시 공단1로 78-0,문화관광,전시시설,16852
164,경상남도,밀양시,트윈터널,경남 밀양시 삼랑진로 537-11,기타관광,기타관광,16804
165,경상남도,거창군,거창별바람언덕,경남 거창군,기타관광,기타관광,16608
166,경상남도,통영시,디피랑,경남 통영시 남망공원길 29-0,기타관광,기타관광,16570
167,경상남도,사천시,삼천포터미널,경남 사천시 중앙로 158-0,기타관광,교통시설,16426
168,경상남도,남해군,남해전통시장,경남 남해군 화전로 110-0,쇼핑,시장,16412
168,경상남도,창원시 마산합포구,스파더스페이스,경남 창원시 마산합포구 유산군령로 250-0,체험관광,웰니스관광,16412
170,경상남도,고성군,고성시장,경남 고성군 중앙로25번길 57-0,쇼핑,시장,16290
171,경상남도,사천시,삼천포신항여객터미널,경남 사천시 신항만1길 76-0,기타관광,교통시설,16190
172,경상남도,고성군,고성여객자동차터미널,경남 고성군 송학고분로 339-0,기타관광,교통시설,15947
173,경상남도,진주시,촉석루,경남 진주시 남강로 626-0,역사관광,역사유적지,15732
174,경상남도,양산시,내원사계곡,경남 양산시 내원로 207-0,자연관광,자연경관(산),15668
175,경상남도,함안군,입곡군립공원,경남 함안군,문화관광,도시공원,15579
176,경상남도,하동군,하동북천코스모스메밀꽃축제,경남 하동군,문화관광,기타문화관광지,15328
177,경상남도,함안군,골프존카운티경남,경남 함안군 운무로 470-0,레저스포츠,육상레저스포츠,15289
178,경상남도,산청군,남사예담촌,경남 산청군 지리산대로2897번길 10-0,역사관광,역사유적지,15198
179,경상남도,진주시,경남문화예술회관,경남 진주시 강남로 215-0,문화관광,공연시설,15169
180,경상남도,창원시 성산구,장미공원,경남 창원시 성산구 창원대로 927-0,문화관광,도시공원,15057
181,경상남도,창원시 마산합포구,마산남부시외버스터미널,경남 창원시 마산합포구 월영동서로 10-0,기타관광,교통시설,14952
182,경상남도,의령군,의령전통시장,경남 의령군 의병로21길 13-5,쇼핑,시장,14840
183,경상남도,사천시,백천사,경남 사천시 백천길 326-2,역사관광,종교성지,14831
